order,fold,chunk_size,overlap,c,class_weight,min_char_count,fit_work_groups,holdout_work_groups,fit_documents,holdout_documents,accuracy,macro_f1,balanced_accuracy
52,1,1280,640,0.1,,20,267,67,270,67,0.7910447761194029,0.7555889724310776,0.7674603174603176
52,2,1280,640,0.1,,20,267,67,270,67,0.8805970149253731,0.8912548081433529,0.8938888888888888
52,3,1280,640,0.1,,20,267,67,270,67,0.8507462686567164,0.8545501883737178,0.8683333333333334
52,4,1280,640,0.1,,20,267,67,270,67,0.8955223880597015,0.8945135566188199,0.9038095238095238
52,5,1280,640,0.1,,20,268,66,268,69,0.8939393939393939,0.886910866910867,0.8834848484848485
53,1,1280,640,0.1,balanced,20,267,67,270,67,0.8805970149253731,0.8667166313218946,0.8646031746031747
53,2,1280,640,0.1,balanced,20,267,67,270,67,0.8507462686567164,0.8681149732620321,0.8716666666666665
53,3,1280,640,0.1,balanced,20,267,67,270,67,0.8955223880597015,0.8986221234905445,0.9058333333333334
53,4,1280,640,0.1,balanced,20,267,67,270,67,0.9253731343283582,0.9297802507090432,0.9323809523809524
53,5,1280,640,0.1,balanced,20,268,66,268,69,0.9090909090909091,0.9055920060331826,0.9084848484848485
54,1,1280,640,0.3,,20,267,67,270,67,0.8059701492537313,0.7752380952380952,0.7817460317460319
54,2,1280,640,0.3,,20,267,67,270,67,0.8805970149253731,0.8912548081433529,0.8938888888888888
54,3,1280,640,0.3,,20,267,67,270,67,0.8656716417910447,0.868569796216855,0.8783333333333335
54,4,1280,640,0.3,,20,267,67,270,67,0.8955223880597015,0.8945135566188199,0.9038095238095238
54,5,1280,640,0.3,,20,268,66,268,69,0.8939393939393939,0.886910866910867,0.8834848484848485
55,1,1280,640,0.3,balanced,20,267,67,270,67,0.8955223880597015,0.8834590555643189,0.8846031746031746
55,2,1280,640,0.3,balanced,20,267,67,270,67,0.8507462686567164,0.8681149732620321,0.8716666666666665
55,3,1280,640,0.3,balanced,20,267,67,270,67,0.8955223880597015,0.8986221234905445,0.9058333333333334
55,4,1280,640,0.3,balanced,20,267,67,270,67,0.9402985074626866,0.9497802507090434,0.949047619047619
55,5,1280,640,0.3,balanced,20,268,66,268,69,0.9090909090909091,0.9055920060331826,0.9084848484848485
56,1,1280,640,1.0,,20,267,67,270,67,0.8208955223880597,0.7925405313640608,0.7960317460317461
56,2,1280,640,1.0,,20,267,67,270,67,0.8805970149253731,0.8912548081433529,0.8938888888888888
56,3,1280,640,1.0,,20,267,67,270,67,0.8507462686567164,0.8569311407546701,0.8683333333333334
56,4,1280,640,1.0,,20,267,67,270,67,0.8955223880597015,0.8945135566188199,0.9038095238095238
56,5,1280,640,1.0,,20,268,66,268,69,0.8787878787878788,0.8688991710044341,0.8668181818181818
57,1,1280,640,1.0,balanced,20,267,67,270,67,0.8805970149253731,0.8553638174690805,0.8646031746031746
57,2,1280,640,1.0,balanced,20,267,67,270,67,0.8507462686567164,0.8681149732620321,0.8716666666666665
57,3,1280,640,1.0,balanced,20,267,67,270,67,0.9104477611940298,0.9126417313336818,0.9158333333333333
57,4,1280,640,1.0,balanced,20,267,67,270,67,0.9402985074626866,0.9497802507090434,0.949047619047619
57,5,1280,640,1.0,balanced,20,268,66,268,69,0.8939393939393939,0.8860775335775337,0.8834848484848485
58,1,1280,640,3.0,,20,267,67,270,67,0.8059701492537313,0.7752380952380952,0.7817460317460319
58,2,1280,640,3.0,,20,267,67,270,67,0.8805970149253731,0.8912548081433529,0.8938888888888888
58,3,1280,640,3.0,,20,267,67,270,67,0.8507462686567164,0.8569311407546701,0.8683333333333334
58,4,1280,640,3.0,,20,267,67,270,67,0.8955223880597015,0.8945135566188199,0.9038095238095238
58,5,1280,640,3.0,,20,268,66,268,69,0.8787878787878788,0.8688991710044341,0.8668181818181818
59,1,1280,640,3.0,balanced,20,267,67,270,67,0.8805970149253731,0.8553638174690805,0.8646031746031746
59,2,1280,640,3.0,balanced,20,267,67,270,67,0.8507462686567164,0.8681149732620321,0.8716666666666665
59,3,1280,640,3.0,balanced,20,267,67,270,67,0.9104477611940298,0.9126417313336818,0.9158333333333333
59,4,1280,640,3.0,balanced,20,267,67,270,67,0.9402985074626866,0.9497802507090434,0.949047619047619
59,5,1280,640,3.0,balanced,20,268,66,268,69,0.8939393939393939,0.8860775335775337,0.8834848484848485
